Código;Control Group;Treated Group;Intervention Target;Control Freezing %;Treated Freezing %;Control SEM;Treated SEM;Control Sample Size;Treated Sample Size;Control SD;Treated SD;Significant;p Value;Pooled SD;Effect Size (in Cohen's D);Effect Size (in %);Result Description;Descriptor Term;Graph Code;Protocol Code;Power (upper-bound ES);Power (intermediate);Power (lower-bound ES);Normalized Effect Size;Weighted Mean (Control+Treated);Pooled Coefficient of Variation;Contextual Baseline Freezing (Control);Contextual Baseline Freezing  (Treated);Contextual Baseline SEM (Control);Contextual Baseline SEM (Treated);Tone Baseline (Control);Tone Baseline (Treated);Tone Baseline SEM (Control);Tone Baseline SEM (Treated);Description Score;ES_Absolute Difference;Power_upper_AbsES;Power_lower_AbsES;Power_interm_AbsES;Power_d02;Power_d05;Power_d08
296;WT young;TNFR2−/− young;TNFR2 k.o.;50;25,9;3,4;3,6;10;10;10,75174404;11,38419958;WAHR;p<0.001;11,07248843;-2,176565833;-48,2;TNFR2−/−exhibited a significant reduced freezingresponse compared to the young WT;significant reduced;141;178;0,995969468;0,964014375;0,846801404;48,2;37,95;0,291765176;;;;;;;;;1,07;-24,1;0,99639366;0,833044455;0,931797092;0,073209713;0,200955551;0,432157628
297;WT aged;TNFR1−/− aged;TNFR1 k.o.;56,8;48,8;5,1;3,9;10;10;16,12761607;12,33288287;FALSCH;NS;14,35618334;-0,557251173;-14,08450704;essa comparação não é mencionada no texto;-;141;178;0,981176424;0,908859031;0,743262743;14,08450704;52,8;0,271897412;;;;;;;;;;-8;0,947811219;0,616758823;0,758149404;0,073209713;0,200955551;0,432157628
298;WT aged;TNFR2−/− aged;TNFR2 k.o.;56,8;22,2;5,1;4,7;10;10;16,12761607;14,862705;WAHR;p<0.0001;15,50806242;-2,231097546;-60,91549296;TNFR2−/−exhibited a significant reduced freezingresponse compared to the aged WT;significant reduced;141;178;0,962355629;0,861948932;0,677002637;60,91549296;39,5;0,392609175;;;;;;;;;1,07;-34,6;0,912734781;0,551470371;0,692437543;0,073209713;0,200955551;0,432157628
299;VEH:5d;MK:5d;GHSR1a agonist (MK-0677);70,81;86,6;6,69;3,82;;;;;WAHR;p<0.05;;;22,2991103;significantly enhance long-term fear memory;significantly enhance;142;179;;;;18,23325635;;;1,12;1,12;0;0;8,73;9,43;2,39;2,39;1,07;15,79;;;;;;
300;VEH-Inf:5d;MK-Inf:5d;GHSR1a agonist (MK-0677);50,9;85,51;8,71;2,56;;;;;WAHR;p<0.01;;;67,99607073;long-term fear memory was significantly enhanced;significantly enhance;143;179;;;;40,47479827;;;3,39;1,82;0;0;13,83;5,05;6,31;2,1;1,07;34,61;;;;;;
301;WT (male+female);KO (male+female);PFC mGluR5 KO;66,26;66,45;3,49;3,51;17;17;14,38963863;14,47210075;FALSCH;p=0.574;14,43092859;0,013166166;0,28674917;KO mice exhibited normal fear-conditioning behavior;normal behavior;144;180;0,999984669;0,998809689;0,977558183;0,28592927;66,355;0,217480651;;;;;;;;;0,14;0,19;0,996413877;0,833339984;0,93198029;0,089770739;0,308070035;0,645217556
302;WT (male+female);KO (male+female);PFC mGluR5 KO;13,32;19,11;2,26;4,68;17;17;9,318218714;19,29613433;FALSCH;p=0.274;15,15206257;0,382126194;43,46846847;KO mice exhibited normal fear-conditioning behavior;normal behavior;144;181;0,389340798;0,277695494;0,192281693;30,29827316;16,215;0,934447275;;;;;;;;;0,14;5,79;0,993196851;0,796200194;0,907658873;0,089770739;0,308070035;0,645217556
303;Control;CREB;CREB expression;47,95;78,01;7,69;6,44;7;6;20,34582758;15,77471394;WAHR;p<0.05;18,40929656;1,632870647;62,6903024;rats infused with LV-CREB in the striatum froze significantly more than did controls;significantly more;145;182;0,935373398;0,80941191;0,614106591;38,53352134;61,82384615;0,29777016;;;;;;;;;0,71;30,06;0,612830595;0,293177613;0,385164454;0,064931687;0,146415875;0,301168853
304;WT-Cre;gria1 dHpc;dorsalHip gria1 KO;29,01;17,74;3,34;6,05;6;7;8,181295741;16,00679543;FALSCH;NS;13,04528128;-0,863913913;-38,84867287;freezing is undistinguishable from WT;undistinguishable;146;183;0,446272829;0,31880421;0,218769351;38,84867287;22,94153846;0,568631493;8;3,08;2,2;1,04;;;;;0,14;-11,27;0,886947243;0,514607974;0,652992575;0,064931687;0,146415875;0,301168853
305;WT-Cre;gria1 vHpc;ventralHip gria1 KO;29,01;31,94;3,34;3,54;6;5;8,181295741;7,91568064;FALSCH;NS;8,064324729;0,363328623;10,09996553;freezing is undistinguishable from WT;undistinguishable;146;183;0,847534179;0,682675357;0,488956435;9,173450219;30,34181818;0,265782514;8;8,65;2,2;1,56;;;;;0,14;2,93;0,997039447;0,843119015;0,937945;0,062588441;0,131017424;0,261991073
306;Non Stress;Stress;stressed mice in adolescence;61,78;85,77;1,62;4,42;12;11;5,611844617;14,65948157;WAHR;p<0.05;10,90090603;2,200734501;38,831337;memory recall is significantly greater in stress vs non-stress animals in trace conditioned animals;significantly greater;147;185;1;0,999999788;0,999845792;27,97015273;73,25347826;0,148810764;;;;;;;;;1,14;23,99;0,999022059;0,889607928;0,963564589;0,076687438;0,22378312;0,482726232
307;Non Stress;Stress;stressed mice in adolescence;62,19;62,6;2,84;2,03;12;12;9,838048587;7,032126279;FALSCH;NS;8,550964858;0,047947806;0,659269979;CMS does not affect freezing in delay fear conditioned animals;no effect;148;186;1;0,999998799;0,9995769;0,654952077;62,395;0,137045674;;;;;;;;;0,21;0,41;0,999998184;0,98576716;0,99832004;0,077917485;0,231827529;0,499895874
308;Non Stress;Stress;stressed mice in adolescence;15,71;19,84;3,49;2,22;12;11;12,08971464;7,362907035;FALSCH;NS;10,11810541;0,408179183;26,28898791;no significant differences were observed between stress and non-stress;no significant differences;149;187;0,573185529;0,416512682;0,283957953;20,81653226;17,68521739;0,572122196;;;;;;;;;0,64;4,13;0,999756747;0,929328915;0,981421796;0,076687438;0,22378312;0,482726232
309;Non Stress;Stress;stressed mice in adolescence;36,65;35,34;1,11;3,98;12;12;3,845152793;13,78712443;FALSCH;NS;10,12101774;-0,129433624;-3,574351978;no significant differences were observed between stress and non-stress;no significant differences;150;188;0,981655489;0,910258914;0,745453971;3,574351978;35,995;0,281178434;;;;;;;;;0,64;-1,31;0,999846262;0,939057222;0,985137643;0,077917485;0,231827529;0,499895874
310;p63WT;p63 FLOX;p63 floxed trangenic;41,55;16,55;6,38;7,05;11;6;21,16006616;17,26890269;WAHR;p<0.05;19,9475295;-1,253288032;-60,16847172;had deficits in context fear memory relative to the control;deficit;151;189;0,465640247;0,333126005;0,22811259;60,16847172;32,72647059;0,609522785;;;;;;;;;0,71;-25;0,622836326;0,298862701;0,392619613;0,067972521;0,166448794;0,350814815
311;p63WT;p63 HET;p63 heterozigous trangenic;36,96;11,13;9,47;4,5;4;4;18,94;9;WAHR;p<0.05;14,82773752;-1,742005479;-69,88636364;mice showed a deficit relative to;deficit;152;189;0,363065695;0,259165676;0,180484111;69,88636364;24,045;0,616666148;;;;;;;;;0,71;-25,83;0,59277332;0,282060639;0,370511587;0,059214026;0,108954618;0,204663631
312;Veh;Mel;Melatonin injections;47,41;29,23;13,56;11,02;8;10;38,35347181;34,84829982;WAHR;p<0.01;36,4233421;-0,499130474;-38,34634043;a significantly lower freezing was observed in the melatonin group in comparison tothe vehicle group;significantly lower;153;190;0,240352196;0,175469153;0,128001958;38,34634043;37,31;0,976235382;;;;;;;;;0,79;-18,18;0,265452615;0,133649799;0,167277695;0,070603127;0,183790852;0,392399678
313;Sham 1w;MCAO 1w;middle cerebral artery occlusion;89,41;58,03;2,35;9,02;6;6;5,756300896;22,09439748;WAHR;p<0.01;16,1446183;-1,943681753;-35,09674533;observed a clear decrease in the freezing time in the contextual conditioned test at all the time points tested;clear decrease;154;191;0,992215867;0,946433903;0,808826372;35,09674533;73,72;0,218999163;;;;;;;;;1,79;-31,38;0,694498543;0,34280235;0,449322343;0,063856988;0,1393477;0,283285026
314;Sham 3w;MCAO 3w;middle cerebral artery occlusion;90,98;63,52;3,13;8,23;6;6;7,666902895;20,15930058;WAHR;p<0.05;15,25088194;-1,800551608;-30,18245768;observed a clear decrease in the freezing time in the contextual conditioned test at all the time points tested;clear decrease;154;191;0,997082296;0,970411807;0,862649638;30,18245768;77,25;0,19742242;;;;;;;;;1,79;-27,46;0,743219023;0,376792083;0,491998332;0,063856988;0,1393477;0,283285026
315;Sham 2m;MCAO 2m;middle cerebral artery occlusion;86,66;52,54;3,92;9,02;6;6;9,601999792;22,09439748;WAHR;p<0.05;17,03468227;-2,002972492;-39,3722594;observed a clear decrease in the freezing time in the contextual conditioned test at all the time points tested;clear decrease;154;191;0,980417232;0,906669839;0,739866373;39,3722594;69,6;0,244751182;;;;;;;;;1,79;-34,12;0,647903936;0,313550955;0,411758169;0,063856988;0,1393477;0,283285026
316;ACSF;APV;Arc protein inhibition;26,46;15,03;1,8;2,16;11;12;5,969924623;7,482459489;WAHR;p<0.05;6,804267568;-1,67982812;-43,19727891;subjects receiving pre-training infusions of APV froze significantly less during presentation of the CS than did subjects receiving pre-training infusions of aCSF;significantly less;155;192;0,989070523;0,934273807;0,785819502;43,19727891;20,49652174;0,331971817;;;;;;;;;0,79;-11,43;1;0,999160089;0,999974779;0,076687438;0,22378312;0,482726232
317;CON context;IRR context;gamma radiation in the head;68,59;47,41;6,79;3,19;12;9;23,52124997;9,57;WAHR;p=0.014;18,94371219;-1,118049081;-30,8791369;IRR animals spent significantly decreased percentages of time freezing compared to the COM group;significantly decreased;156;193;0,963142151;0,863680582;0,679246271;30,8791369;59,51285714;0,318312934;;;;;;;;;1,14;-21,18;0,786579758;0,410967796;0,533786839;0,073881013;0,205369894;0,44214575
318;CON cue;IRR cue;gamma radiation in the head;96,74;89,15;2,4;4;12;9;8,313843876;12;FALSCH;NS;10,03236867;-0,756551145;-7,845772173;No significant group difference was observed in freezing behavior;no difference;156;194;1;1;0,999996599;7,845772173;93,48714286;0,107312817;;;;;;;;;0,14;-7,59;0,999405232;0,90582191;0,971343677;0,073881013;0,205369894;0,44214575
319;SHAM-std;ATN-std;lesion in the ATN;54,01;50,98;4,13;6,33;;;;;FALSCH;NS;;;-5,610072209;essa comparação não é mencionada no texto;-;157;195;;;;5,610072209;;;4,49;1,15;0;0;;;;;;-3,03;;;;;;
320;Saline 3-5;Levetiracetam 3-5;anti-epileptic drug;34,27;37,15;5,23;4,97;;;;;FALSCH;NS;;;8,403851765;did not affect contextual fear conditioningin young-adult mice;did not affect;158;196;;;;7,752355316;;;;;;;;;;;0,21;2,88;;;;;;
321;Saline 17-20;Levetiracetam 17-20;anti-epileptic drug;17;33,48;2,61;4,7;;;;;WAHR;p<0,05;;;96,94117647;which showed significantly higher levels of freezing than did aged saline control mice;significantly higher;158;196;;;;49,22341697;;;;;;;;;;;0,79;16,48;;;;;;
322;Saline 17-20;Levetiracetam 17-20;anti-epileptic drug;16,94;32,82;1,85;4,5;;;;;WAHR;p<0,05;;;93,74262102;Levels of contextual freezing were significantly increased in aged mice that received an i.p. injection of 10 mg/kg levetiracetam immediately after training;significantly increased;158;197;;;;48,38513102;;;;;;;;;;;1,07;15,88;;;;;;
323;Saline 17-20;Levetiracetam 17-20;anti-epileptic drug;14,11;21,56;5,32;5,05;;;;;FALSCH;NS;;;52,79943303;levetiracetam had no significant effect when administered at a later posttraining interval;no significant effect;158;198;;;;34,55473098;;;;;;;;;;;0,21;7,45;;;;;;
324;WT sal 12-15;5XFAD sal 12-15;AD mouse model;32,75;12,62;5,13;4,05;;;;;WAHR;p<0,05;;;-61,46564885;freezing levels were significantly reduced in 5XFAD mice treated with (...) saline;significantly reduced;159;199;;;;61,46564885;;;;;;;;;;;1,07;-20,13;;;;;;
325;WT sal 6-8;5XFAD sal 6-8;AD mouse model;43,88;17,61;5,07;5,37;;;;;WAHR;p<0,05;;;-59,86782133;Similarly, (...) neither (...) affected reduced levels of freezing in 5XFAD mice;reduced;159;199;;;;59,86782133;;;;;;;;;;;0,57;-26,27;;;;;;
326;IC (impoverished condition);IE (enriched condition);mice exposed to enriched cage conditions;34,15;61,14;4,69;5,16;8;8;13,26532322;14,59468396;WAHR;p<0.01;13,94585243;1,935342435;79,03367496;mice that were housed in ICs showed a significant reduction;significant reduction;160;200;0,979459848;0,903957647;0,735708317;44,1445862;47,645;0,292703378;;;;;;;;;1,21;26,99;0,909867949;0,547022127;0,687764775;0,068522551;0,170075046;0,359622486
327;CTL;SR (sleep restriction);sleep restriction;49,68;23,93;7,61;9,79;9;10;22,83;30,95869829;WAHR;p=0.03;27,4351001;-0,938578679;-51,83172303;sleep restriction displayed a significantly  lower percentage of time freezing compared to CTL;significantly  lower;161;201;0,436193642;0,31142226;0,213978011;51,83172303;36,12736842;0,75939935;4,24;5,75;1,27;1,86;1,9;14;1,28;5,69;0,79;-25,75;0,446549203;0,209771895;0,27304579;0,071974211;0,192823661;0,41350208
328;WT;Paip2a-/-;Paip2a k.o.;33,36;47,32;3,1;4,13;10;10;9,803060747;13,06020674;WAHR;p<0.05;11,5470559;1,208966174;41,84652278;Paip2a-/- mice froze more 24 hr after weak training;more;162;202;0,986897012;0,926691408;0,77244432;29,50126796;40,34;0,286243329;1,25;1,25;0,83;0,83;;;;;0,61;13,96;0,993717814;0,801224616;0,911098379;0,073209713;0,200955551;0,432157628
329;WT;Paip2a-/-;Paip2a k.o.;47,34;32,91;4,81;4,3;10;10;15,21055555;13,59779394;WAHR;p<0.05;14,42672867;-1,000226755;-30,48162231;and froze less after strong training;less;163;203;0,917672401;0,779876065;0,582216425;30,48162231;40,125;0,35954464;0,62;0,57;0,4;0,5;;;;;0,43;-14,43;0,945914286;0,612539755;0,754070079;0,073209713;0,200955551;0,432157628
330;WT;Paip2a+/-;Paip2a k.o.;51,12;53,93;2,99;3,36;8;8;8,456997103;9,503515139;FALSCH;NS;8,995487758;0,312378837;5,49687011;similar freezing was observed 1 hr after strong contextual training;similar;164;204;0,999779027;0,993861535;0,943177141;5,210458001;52,525;0,171261071;;;;;;;;;0;2,81;0,999200075;0,896462949;0,966931612;0,068522551;0,170075046;0,359622486
331;WT;Paip2a+/-;Paip2a k.o.;47,32;64,08;4,18;3,35;8;8;11,82282538;9,475230868;WAHR;p<0.05;10,71352416;1,56437786;35,41842773;it was enhanced 24 hr after training in Paip2a+- relative to WT mice;enhanced;165;203;0,99976815;0,993678254;0,942226677;26,15480649;55,7;0,192343342;;;;;;;;;1,14;16,76;0,990242421;0,771874232;0,890375965;0,068522551;0,170075046;0,359622486
332;PBS-PBS;PBS-NPY 3pmol;Neuropeptide Y i.c.v;46,62;22,62;8,82;3,31;;;;;WAHR;p=0.04;;;-51,48005148;Post-hoc test showed less freezing behavior in PBS/NPY and PBS/LP-NPY treated rats compared to the control;less;166;205;;;;51,48005148;;;;;;;;;;;0,43;-24;;;;;;
333;PBS-PBS;PBS-LP-NPY 1pmol;Y1-agonist LP-NPY i.c.v.;46,62;16;8,82;4,96;;;;;WAHR;p=0.0083;;;-65,67996568;Post-hoc test showed less freezing behavior in PBS/NPY and PBS/LP-NPY treated rats compared to the control;less;166;205;;;;65,67996568;;;;;;;;;;;0,43;-30,62;;;;;;
334;PBS-PBS;PBS-NPY 3pmol;Neuropeptide Y i.c.v;44,23;19,31;6,65;4,45;;;;;WAHR;p=0.02;;;-56,34184942;"Post-hoc test showed less freezing behavior in PBS/NPY and PBS/LP-NPY treated rats compared
to the control PBS/PBS group";less;167;206;;;;56,34184942;;;;;;;;;;;0,43;-24,92;;;;;;
335;PBS-PBS;PBS-LP-NPY 1pmol;Y1-agonist LP-NPY i.c.v.;44,23;18,29;6,65;5,27;;;;;WAHR;p=0.03;;;-58,64797649;"Post-hoc test showed less freezing behavior in PBS/NPY and PBS/LP-NPY treated rats compared
to the control PBS/PBS group";less;167;206;;;;58,64797649;;;;;;;;;;;0,43;-25,94;;;;;;
336;Veh Context;Chon+Hyal Context;PNN blocking hipp;62;16,33;6,39;5,21;8;6;18,07364933;12,76184156;WAHR;p=0.001;16,07513764;-2,841033218;-73,66129032;When tested 48 h later, contextual, but not cue-elicited fear memory was impaired.;impaired;168;207;0,903227349;0,757676501;0,55950525;73,66129032;42,42714286;0,378888055;;;;;;;;;0,93;-45,67;0,755055606;0,385702184;0,503004216;0,065853806;0,152486651;0,31638266
337;Veh Cue;Chon+Hyal Cue;PNN blocking hipp;82,63;63,33;8,43;17,25;8;6;23,84364066;42,25369806;FALSCH;p=0.66;32,79546386;-0,588496021;-23,35713421;When tested 48 h later, contextual, but not cue-elicited fear memory was impaired.;not impaired;168;208;0,567418368;0,411850123;0,280761967;23,35713421;74,35857143;0,441044835;;;;;;;;;0,29;-19,3;0,254924748;0,129491282;0,161442843;0,065853806;0,152486651;0,31638266
338;Veh Context;Chon+Hyal Context;PNN blocking hipp;29,44;7,67;3,47;2,43;9;10;10,41;7,684334714;WAHR;p<0.001;9,069618969;-2,400321345;-73,94701087;long-term contextual memory was significantly impaired;impaired;169;209;0,897076597;0,748643678;0,550534369;73,94701087;17,98210526;0,50436914;;;;;1,79;5,39;0;0;0,93;-21,77;0,999815788;0,93539054;0,983770383;0,071974211;0,192823661;0,41350208
339;Veh Cue;Chon+Hyal Cue;PNN blocking hipp;42,56;19,98;2,69;2,37;9;10;8,07;7,494598055;WAHR;p<0.001;7,77068473;-2,905792833;-53,05451128;demonstrated significantly less freezing during both the presentation of the CS;significantly less;170;210;0,999750831;0,993393195;0,940772277;53,05451128;30,67578947;0,253316536;;;;;1,79;5,39;0;0;0,79;-22,58;0,99999635;0,982066142;0,997627369;0,071974211;0,192823661;0,41350208
340;Veh Trace;Chon+Hyal Trace;PNN blocking hipp;38,06;13,75;1,99;3,08;9;10;5,97;9,739815193;WAHR;p<0.001;8,185004941;-2,970065403;-63,87283237;demonstrated significantly less freezing during both the trace period;significantly less;170;210;0,996092534;0,964683645;0,848396503;63,87283237;25,26526316;0,323962782;;;;;1,79;5,39;0;0;0,79;-24,31;0,999983983;0,970820446;0,995084008;0,071974211;0,192823661;0,41350208
341;Veh Context;Chon+Hyal Context;PNN blocking mPFC;29,5;22,33;4,67;6,02;12;12;16,17735454;20,85389172;FALSCH;p=0.357;18,66268469;-0,384189098;-24,30508475;removal of thePNNin the mPFChad no effect on long-term contextual fear memory;no effect;171;209;0,42379387;0,302404626;0,208146584;24,30508475;25,915;0,720149901;;;;;0,46;1,83;0;0;0,21;-7,17;0,855453897;0,47687409;0,61096379;0,077917485;0,231827529;0,499895874
342;Veh Cue;Chon+Hyal Cue;PNN blocking mPFC;26,4;13,96;4,37;2,26;12;12;15,13812406;7,82886965;WAHR;p=0.019;12,05101655;-1,032278061;-47,12121212;froze significantly less during the tone presentations than did vehicle-treated controls;significantly less;172;210;0,687812385;0,515122924;0,354090203;47,12121212;20,18;0,597176242;;;;;0,46;1,83;0;0;0,79;-12,44;0,996706656;0,837755608;0,93469709;0,077917485;0,231827529;0,499895874
343;Veh Trace;Chon+Hyal Trace;PNN blocking mPFC;39,79;19,46;6,69;4,64;12;12;23,17483981;16,07343149;WAHR;p=0.021;19,94277313;-1,019416902;-51,09323951;Freezing during the trace period was also significantly reduced following mPFC PNN removal;significantly reduced;172;210;0,606842547;0,444233542;0,303164632;51,09323951;29,625;0,673173776;;;;;0,46;1,83;0;0;1,07;-20,33;0,806827261;0,428583538;0,554866215;0,077917485;0,231827529;0,499895874
344;ACSF 0h;ANI 0h;protein synthesis inhibition;41,23;17,97;6,34;6,34;8;7;17,93222797;16,77406331;WAHR;p<0.01;17,40726815;-1,336223455;-56,41523163;essa comparação não é mencionada no texto;-;173;211;0,551424771;0,399044729;0,272032843;56,41523163;30,37533333;0,573072498;0,12;0,76;0;0;;;;;;-23,26;0,723785698;0,362751276;0,474500286;0,067276248;0,161858992;0,339585243
345;ACSF 0h;ANI 1h;protein synthesis inhibition;41,23;22,73;6,34;5,81;8;9;17,93222797;17,43;WAHR;p<0.05;17,66614993;-1,047200441;-44,87024012;Anisomycin infusion 1 h after conditioning produced a decrease in freezing in response;decrease;173;212;0,591983791;0,431884689;0,29456417;44,87024012;31,43588235;0,561974044;;;;;;;;;0,57;-18,5;0,764405518;0,39295078;0,511900596;0,069623506;0,177333566;0,377076217
346;ACSF 0h;ANI 3h;protein synthesis inhibition;41,23;36,47;6,34;8,98;8;6;17,93222797;21,99641789;FALSCH;NS;19,7276574;-0,241285618;-11,54499151;In contrast, infusion 3 h after conditioning had no effect;no effect;173;213;0,423429199;0,302140462;0,207976105;11,54499151;39,19;0,503384981;;;;;;;;;0,21;-4,76;0,579183759;0,274726232;0,360791589;0,065853806;0,152486651;0,31638266
347;CLT Context;HDAC1 KO Context;histone deacetylase ko;37,74;42,74;5,25;6,69;12;11;18,18653348;22,18821985;FALSCH;NS;20,19125341;0,247631977;13,24854266;The performance of HDAC1 KO mice was indistinguishable from CTLs in both the contextual and cued fear learning paradigms;indistinguishable;174;214;0,638696455;0,47134948;0,322317033;11,69864296;40,13130435;0,503129757;;;;;;;;;0,14;5;0,779387717;0,404988706;0,526559896;0,076687438;0,22378312;0,482726232
348;CLT Context;HDAC2 KO Context;histone deacetylase ko;33,27;52,71;6,55;4,58;10;13;20,71291867;16,51342484;WAHR;p=0.023;18,43074993;1,054759035;58,43101894;In contextual fear conditioning HDAC2 KOs showed enhanced long-term memory of the context-shock pairing as evidenced by increased freezing;enhanced;175;214;0,873661526;0,716131784;0,519385048;36,88104724;44,25782609;0,416440471;;;;;;;;;1,14;19,44;0,843310491;0,463865674;0,596101846;0,076277722;0,221099749;0,476922641
349;CLT Cue;HDAC1 KO Cue;histone deacetylase ko;67,04;66;10,06;3,7;9;11;30,18;12,27151172;FALSCH;NS;22,1014821;-0,047055668;-1,551312649;The performance of HDAC1 KO mice was indistinguishable from CTLs in both the contextual and cued fear learning paradigms;indistinguishable;176;215;0,868810046;0,709717588;0,513432244;1,551312649;66,468;0,332513121;;;;;;;;;0,14;-1,04;0,639221048;0,308388009;0,405051404;0,072974857;0,19941046;0,42863838
350;CLT Cue;HDAC2 KO Cue;histone deacetylase ko;49,33;58,4;6,93;4,53;9;10;20,79;14,3251178;FALSCH;NS;17,66464365;0,513455022;18,38637746;essa comparação não é mencionada no texto;-;177;215;0,90736757;0,763890589;0,565764412;15,53082192;54,10368421;0,326496133;;;;;;;;;;9,07;0,809229215;0,430756698;0,55744436;0,071974211;0,192823661;0,41350208
351;aCSF Before Cond;CoCl2 Before Cond;non-selective synapse blocker;79,07;76,15;3,76;3,34;6;6;9,210081433;8,181295741;FALSCH;NS;8,710889736;-0,3352126;-3,692930315;no effect was observed on the percentage of freezing when CoCl2 was injected into the IC before the conditioning;no effect;178;216;0,999999909;0,999950568;0,996366308;3,692930315;77,61;0,11223927;;;;;;;;;0,21;-2,92;0,995542348;0,821525072;0,924524348;0,063856988;0,1393477;0,283285026
352;aCSF After Cond;CoCl2 After Cond;non-selective synapse blocker;84,1;56,06;1,25;4,18;6;6;3,061862178;10,23886712;WAHR;p<0.05;7,556765181;-3,710582416;-33,3412604;significantly reduced the percentage of freezing when the treatment was performed after conditioning;significantly reduced;178;217;1;0,999999909;0,99990585;33,3412604;70,08;0,107830553;;;;;;;;;1,07;-28,04;0,999540226;0,913278158;0,974700377;0,063856988;0,1393477;0,283285026
353;CON 4w female;BPA 4w female;Perinatal exposure to bisphenol A;25,38;40,84;3,52;5,15;;;;;WAHR;p<0.05;;;60,91410559;BPA-exposed juvenile females showed higher freezing scores than vehicle-exposed ones;higher;179;218;;;;37,85504407;;;1,08;1,08;0;0;;;;;0,79;15,46;;;;;;
354;CON 9w female;BPA 9w female;Perinatal exposure to bisphenol A;29,3;33,91;4,06;5,15;;;;;FALSCH;NS;;;15,7337884;does not affect fear memory in juvenile male rodents or in either male or female adult rodents;no effect;180;218;;;;13,59480979;;;0,54;1,08;0;0;;;;;0,21;4,61;;;;;;
355;CON 4w male;BPA 4w male;Perinatal exposure to bisphenol A;27,93;25,22;4,88;2,16;;;;;FALSCH;NS;;;-9,7028285;does not affect fear memory in juvenile male rodents or in either male or female adult rodents;no effect;181;219;;;;9,7028285;;;1,28;1,01;0;0;;;;;0,21;-2,71;;;;;;
356;CON 9w male;BPA 9w male;Perinatal exposure to bisphenol A;27,39;24,67;5,42;3,25;;;;;FALSCH;NS;;;-9,930631617;does not affect fear memory in juvenile male rodents or in either male or female adult rodents;no effect;182;219;;;;9,930631617;;;0,53;0,53;0;0;;;;;0,21;-2,72;;;;;;
357;CB1+/+;CB1-/-;CB1 KO;51,83;73,68;6,86;4,41;8;8;19,40301008;12,47336362;WAHR;p<0.01;16,31045064;1,339631901;42,1570519;MOVE software system revealed significantly (P <0.01) higher fear responses for the CB1–/– as compared to the CB1+/+ animals;significantly higher;183;220;0,98478224;0,919789124;0,76080419;29,65526602;62,755;0,25990679;;;;;;;;;0,79;21,85;0,805530495;0,427418057;0,553481504;0,068522551;0,170075046;0,359622486
358;WT;GluD1 KO;Glutamate delta-1 KO;67,06;16,66;11,9;10,31;8;6;33,65828278;25,25423925;WAHR;p=0.0108;30,43989022;-1,655722134;-75,1565762;freezing response was significantly lower in GluD1 KO mice versus WT mice;significantly lower;184;221;0,461111582;0,329760524;0,225911229;75,1565762;45,46;0,669597233;;;;;;;;;0,79;-50,4;0,288034601;0,142641005;0,179880418;0,065853806;0,152486651;0,31638266
359;WT;GluD1 KO;Glutamate delta-1 KO;75,68;35,78;5,96;10,55;6;6;14,59895887;25,84211679;WAHR;p=0.0093;20,98743195;-1,90113779;-52,72198732;GluD1 KO mice manifest a significant deficit in the freezing versus WT mice;significant deficit;185;222;0,813591631;0,642571824;0,454301976;52,72198732;55,73;0,376591279;0;0;0;0;;;;;1,14;-39,9;0,475738665;0,223194228;0,291403884;0,063856988;0,1393477;0,283285026
360;Control;Stress at 1h;cold swim stress;40,69;59,3;4,65;6,2;;;;;WAHR;p<0.05;;;45,73605308;stress administered 1 h after fear conditioning enhanced the time spent freezing;enhanced;186;223;;;;31,38279933;;;;;;;;;;;1,14;18,61;;;;;;
361;Control;Corticosterone 1h;corticosterone;45,06;64,37;4,72;6;;;;;WAHR;p<0.05;;;42,85397248;corticosterone administered 1 h after fear conditioning enhanced the time spent freezing in the tests;enhanced;187;223;;;;29,99844648;;;;;;;;;;;1,14;19,31;;;;;;
362;Vehicle;Vortioxetine 1mg/kg;Vortioxetine antidepressant;24,52;23,09;4,52;5,23;16;8;18,08;14,79267386;FALSCH;NS;17,10270898;-0,083612485;-5,831973899;whereas 5 mg/kg produced a non-significant increase;non-significant increase;188;224;0,327152416;0,234228826;0,164725089;5,831973899;24,04333333;0,711328531;1,37;1,14;0,23;0;;;;;1,5;-1,43;0,874331356;0,498704304;0,635477854;0,074776728;0,211254607;0,455306226
363;Vehicle;Vortioxetine 5mg/kg;Vortioxetine antidepressant;24,52;39,52;4,52;13,57;16;6;18,08;33,23957581;FALSCH;NS;22,83379403;0,656921052;61,17455139;1 mg/kg did not have any effect;no effect;188;224;0,378620368;0,270104133;0,187438695;37,95546559;28,61090909;0,79807999;1,37;1,26;0,23;0,23;;;;;0,21;15;0,5577033;0,263432613;0,345745025;0,070224527;0,181295508;0,386501245
364;Vehicle;Vortioxetine 10mg/kg;Vortioxetine antidepressant;24,52;52,14;4,52;5,71;16;8;18,08;16,15031888;WAHR;p<0.01;17,48912077;1,579267498;112,6427406;Post hoc tests indicated a significant increase in freezing at 10 mg/kg compared to the vehicle control group (P<0.01);significant increase;188;224;0,881601031;0,726852629;0,529470765;52,97276563;33,72666667;0,518554678;1,37;1,49;0,23;0;;;;;1,07;27,62;0,85958545;0,481473517;0,616173485;0,074776728;0,211254607;0,455306226
